node_id,path,class_name,name,line_number,end_line_number,col_offset,end_col_offset,parent_id,Generator
0,setup.py,Module,None,None,None,None,None,-1,0
1,setup.py,ImportFrom,None,3,3,0,28,0,0
2,setup.py,alias,setup,None,None,None,None,1,0
3,setup.py,Expr,None,5,5,0,35,0,0
4,setup.py,Call,exec,5,5,0,35,3,0
5,setup.py,Name,exec,5,5,0,4,4,0
6,setup.py,Load,None,None,None,None,None,5,0
7,setup.py,Call,read,5,5,5,34,4,0
8,setup.py,Attribute,None,5,5,5,32,7,0
9,setup.py,Call,open,5,5,5,27,8,0
10,setup.py,Name,open,5,5,5,9,9,0
11,setup.py,Load,None,None,None,None,None,10,0
12,setup.py,Constant,None,5,5,10,26,9,0
13,setup.py,Load,None,None,None,None,None,8,0
14,setup.py,Expr,None,7,26,0,7,0,0
15,setup.py,Call,setup,7,26,0,7,14,0
16,setup.py,Name,setup,7,7,0,5,15,0
17,setup.py,Load,None,None,None,None,None,16,0
18,setup.py,keyword,None,None,None,None,None,15,0
19,setup.py,Constant,None,7,7,25,33,18,0
20,setup.py,keyword,__version__,None,None,None,None,15,0
21,setup.py,Name,__version__,8,8,25,36,20,0
22,setup.py,Load,None,None,None,None,None,21,0
23,setup.py,keyword,None,None,None,None,None,15,0
24,setup.py,Constant,None,9,9,25,31,23,0
25,setup.py,keyword,None,None,None,None,None,15,0
26,setup.py,Constant,None,10,10,25,48,25,0
27,setup.py,keyword,None,None,None,None,None,15,0
28,setup.py,Constant,None,11,11,25,57,27,0
29,setup.py,keyword,None,None,None,None,None,15,0
30,setup.py,Constant,None,12,12,25,104,29,0
31,setup.py,keyword,__doc__,None,None,None,None,15,0
32,setup.py,Name,__doc__,13,13,25,32,31,0
33,setup.py,Load,None,None,None,None,None,32,0
34,setup.py,keyword,None,None,None,None,None,15,0
35,setup.py,List,None,14,14,25,35,34,0
36,setup.py,Constant,None,14,14,26,34,35,0
37,setup.py,Load,None,None,None,None,None,35,0
38,setup.py,keyword,None,None,None,None,None,15,0
39,setup.py,List,None,15,15,25,39,38,0
40,setup.py,Constant,None,15,15,26,38,39,0
41,setup.py,Load,None,None,None,None,None,39,0
42,setup.py,keyword,None,None,None,None,None,15,0
43,setup.py,List,None,16,22,25,47,42,0
