node_id,path,class_name,name,line_number,end_line_number,col_offset,end_col_offset,parent_id,Generator
0,setup.py,Module,None,None,None,None,None,-1,0
1,setup.py,Import,None,14,14,0,9,0,0
2,setup.py,alias,os,None,None,None,None,1,0
3,setup.py,Import,None,15,15,0,10,0,0
4,setup.py,alias,sys,None,None,None,None,3,0
5,setup.py,ImportFrom,None,16,16,0,42,0,0
6,setup.py,alias,dirname,None,None,None,None,5,0
7,setup.py,alias,join,None,None,None,None,5,0
8,setup.py,ImportFrom,None,17,17,0,52,0,0
9,setup.py,alias,setup,None,None,None,None,8,0
10,setup.py,alias,find_packages,None,None,None,None,8,0
11,setup.py,alias,Command,None,None,None,None,8,0
12,setup.py,ImportFrom,None,18,18,0,55,0,0
13,setup.py,alias,test,None,None,None,None,12,0
14,setup.py,Assign,meta,21,21,0,9,0,0
15,setup.py,Name,meta,21,21,0,4,14,0
16,setup.py,Store,None,None,None,None,None,15,0
17,setup.py,Dict,None,21,21,7,9,14,0
18,setup.py,With,None,22,23,0,24,0,0
19,setup.py,withitem,None,None,None,None,None,18,0
20,setup.py,Call,open,22,22,5,42,19,0
21,setup.py,Name,open,22,22,5,9,20,0
22,setup.py,Load,None,None,None,None,None,21,0
23,setup.py,Call,pjoin,22,22,10,41,20,0
24,setup.py,Name,pjoin,22,22,10,15,23,0
25,setup.py,Load,None,None,None,None,None,24,0
26,setup.py,Constant,None,22,22,16,22,23,0
27,setup.py,Constant,None,22,22,24,40,23,0
28,setup.py,Name,f,22,22,46,47,19,0
29,setup.py,Store,None,None,None,None,None,28,0
30,setup.py,Expr,None,23,23,4,24,18,0
31,setup.py,Call,exec,23,23,4,24,30,0
32,setup.py,Name,exec,23,23,4,8,31,0
33,setup.py,Load,None,None,None,None,None,32,0
34,setup.py,Call,read,23,23,9,17,31,0
35,setup.py,Attribute,f,23,23,9,15,34,0
36,setup.py,Name,f,23,23,9,10,35,0
37,setup.py,Load,None,None,None,None,None,36,0
38,setup.py,Load,None,None,None,None,None,35,0
39,setup.py,Name,meta,23,23,19,23,31,0
40,setup.py,Load,None,None,None,None,None,39,0
41,setup.py,ClassDef,Publish,26,43,0,20,0,0
42,setup.py,Name,Command,26,26,14,21,41,0
43,setup.py,Load,None,None,None,None,None,42,0
44,setup.py,Expr,None,27,27,4,37,41,0
45,setup.py,Constant,None,27,27,4,37,44,0
46,setup.py,Assign,user_options,28,28,4,21,41,0
47,setup.py,Name,user_options,28,28,4,16,46,0
48,setup.py,Store,None,None,None,None,None,47,0
49,setup.py,List,None,28,28,19,21,46,0
50,setup.py,Load,None,None,None,None,None,49,0
51,setup.py,FunctionDef,initialize_options,30,31,4,12,41,0
52,setup.py,arguments,None,None,None,None,None,51,0
53,setup.py,arg,None,30,30,27,31,52,0
54,setup.py,Pass,None,31,31,8,12,51,0
55,setup.py,FunctionDef,finalize_options,33,34,4,12,41,0
56,setup.py,arguments,None,None,None,None,None,55,0
57,setup.py,arg,None,33,33,25,29,56,0
58,setup.py,Pass,None,34,34,8,12,55,0
59,setup.py,FunctionDef,run,36,43,4,20,41,0
60,setup.py,arguments,None,None,None,None,None,59,0
61,setup.py,arg,None,36,36,12,16,60,0
62,setup.py,Expr,None,37,37,8,54,59,0
63,setup.py,Call,system,37,37,8,54,62,0
64,setup.py,Attribute,os,37,37,8,17,63,0
65,setup.py,Name,os,37,37,8,10,64,0
66,setup.py,Load,None,None,None,None,None,65,0
67,setup.py,Load,None,None,None,None,None,64,0
68,setup.py,Constant,None,37,37,18,53,63,0
69,setup.py,Assign,sdist,39,39,8,59,59,0
70,setup.py,Name,sdist,39,39,8,13,69,0
71,setup.py,Store,None,None,None,None,None,70,0
