node_id,class_name,parent_id,Generator
30778,100,-1,0
30779,65,30778,0
30780,12,30779,0
30781,14,30780,0
30782,6,30779,0
30783,0,30782,0
30784,0,30782,0
30785,0,30782,0
30786,0,30782,0
30787,13,30782,0
30788,65,30778,0
30789,12,30788,0
30790,14,30789,0
30791,9,30788,0
30792,0,30791,0
30793,0,30791,0
30794,0,30791,0
30795,0,30791,0
30796,0,30791,0
30797,0,30791,0
30798,0,30791,0
30799,0,30791,0
30800,0,30791,0
30801,0,30791,0
30802,0,30791,0
30803,0,30791,0
30804,0,30791,0
30805,0,30791,0
30806,0,30791,0
30807,0,30791,0
30808,0,30791,0
30809,0,30791,0
30810,0,30791,0
30811,0,30791,0
30812,0,30791,0
30813,0,30791,0
30814,0,30791,0
30815,0,30791,0
30816,0,30791,0
30817,0,30791,0
30818,0,30791,0
30819,0,30791,0
30820,0,30791,0
30821,0,30791,0
30822,0,30791,0
30823,0,30791,0
30824,0,30791,0
30825,0,30791,0
30826,0,30791,0
30827,0,30791,0
30828,0,30791,0
30829,0,30791,0
30830,0,30791,0
30831,0,30791,0
30832,0,30791,0
30833,0,30791,0
30834,0,30791,0
30835,0,30791,0
30836,0,30791,0
30837,0,30791,0
30838,0,30791,0
30839,0,30791,0
30840,0,30791,0
30841,0,30791,0
30842,0,30791,0
30843,0,30791,0
30844,0,30791,0
30845,0,30791,0
30846,0,30791,0
30847,0,30791,0
30848,0,30791,0
30849,0,30791,0
30850,0,30791,0
30851,0,30791,0
30852,0,30791,0
30853,0,30791,0
30854,0,30791,0
30855,0,30791,0
30856,0,30791,0
30857,0,30791,0
30858,0,30791,0
30859,0,30791,0
30860,0,30791,0
30861,0,30791,0
30862,0,30791,0
30863,0,30791,0
30864,0,30791,0
30865,0,30791,0
30866,0,30791,0
30867,0,30791,0
30868,0,30791,0
30869,0,30791,0
30870,0,30791,0
30871,0,30791,0
30872,0,30791,0
30873,0,30791,0
30874,0,30791,0
30875,0,30791,0
30876,0,30791,0
30877,0,30791,0
30878,0,30791,0
30879,0,30791,0
30880,0,30791,0
30881,0,30791,0
30882,0,30791,0
30883,0,30791,0
30884,0,30791,0
30885,0,30791,0
30886,0,30791,0
30887,0,30791,0
30888,0,30791,0
30889,0,30791,0
30890,0,30791,0
30891,0,30791,0
30892,0,30791,0
30893,0,30791,0
30894,0,30791,0
30895,0,30791,0
30896,0,30791,0
30897,0,30791,0
30898,0,30791,0
30899,0,30791,0
30900,0,30791,0
30901,0,30791,0
30902,0,30791,0
30903,0,30791,0
30904,0,30791,0
30905,0,30791,0
30906,0,30791,0
30907,0,30791,0
30908,0,30791,0
30909,0,30791,0
30910,0,30791,0
30911,0,30791,0
30912,0,30791,0
30913,0,30791,0
30914,0,30791,0
30915,0,30791,0
30916,0,30791,0
30917,0,30791,0
30918,0,30791,0
30919,0,30791,0
30920,0,30791,0
30921,0,30791,0
30922,0,30791,0
30923,0,30791,0
30924,0,30791,0
30925,0,30791,0
30926,0,30791,0
30927,0,30791,0
30928,0,30791,0
30929,0,30791,0
30930,0,30791,0
30931,0,30791,0
30932,0,30791,0
30933,0,30791,0
30934,0,30791,0
30935,0,30791,0
30936,0,30791,0
30937,0,30791,0
30938,0,30791,0
30939,0,30791,0
30940,0,30791,0
30941,0,30791,0
30942,0,30791,0
30943,0,30791,0
30944,0,30791,0
30945,0,30791,0
30946,0,30791,0
30947,0,30791,0
30948,0,30791,0
30949,0,30791,0
30950,0,30791,0
30951,0,30791,0
30952,0,30791,0
30953,0,30791,0
30954,0,30791,0
30955,0,30791,0
30956,0,30791,0
30957,0,30791,0
