node_id,class_name,parent_id,Generator
9245,100,-1,0
9246,74,9245,0
9247,75,9246,0
9248,73,9245,0
9249,75,9248,0
9250,73,9245,0
9251,75,9250,0
9252,73,9245,0
9253,75,9252,0
9254,73,9245,0
9255,75,9254,0
9256,73,9245,0
9257,75,9256,0
9258,73,9245,0
9259,75,9258,0
9260,73,9245,0
9261,75,9260,0
9262,73,9245,0
9263,75,9262,0
9264,73,9245,0
9265,75,9264,0
9266,87,9245,0
9267,89,9266,0
9268,90,9267,0
9269,65,9266,0
9270,12,9269,0
9271,14,9270,0
9272,6,9269,0
9273,13,9272,0
9274,65,9266,0
9275,12,9274,0
9276,14,9275,0
9277,6,9274,0
9278,13,9277,0
9279,77,9266,0
9280,12,9279,0
9281,14,9280,0
9282,52,9279,0
9283,12,9282,0
9284,13,9283,0
9285,12,9282,0
9286,13,9285,0
9287,65,9279,0
9288,12,9287,0
9289,14,9288,0
9290,56,9287,0
9291,52,9290,0
9292,55,9291,0
9293,55,9292,0
9294,12,9293,0
9295,13,9294,0
9296,13,9293,0
9297,13,9292,0
9298,52,9291,0
9299,55,9298,0
9300,55,9299,0
9301,12,9300,0
9302,13,9301,0
9303,13,9300,0
9304,13,9299,0
9305,12,9298,0
9306,13,9305,0
9307,57,9290,0
9308,0,9307,0
9309,13,9290,0
9310,65,9279,0
9311,12,9310,0
9312,14,9311,0
9313,52,9310,0
9314,55,9313,0
9315,12,9314,0
9316,13,9315,0
9317,13,9314,0
9318,12,9313,0
9319,13,9318,0
9320,65,9279,0
9321,12,9320,0
9322,14,9321,0
9323,52,9320,0
9324,55,9323,0
9325,12,9324,0
9326,13,9325,0
9327,13,9324,0
9328,12,9323,0
9329,13,9328,0
9330,76,9279,0
9331,41,9330,0
9332,52,9331,0
9333,12,9332,0
9334,13,9333,0
9335,12,9332,0
9336,13,9335,0
9337,46,9331,0
9338,0,9331,0
9339,17,9330,0
9340,52,9339,0
9341,55,9340,0
9342,12,9341,0
9343,13,9342,0
9344,13,9341,0
9345,52,9340,0
9346,55,9345,0
9347,0,9346,0
9348,13,9346,0
9349,12,9345,0
9350,13,9349,0
9351,76,9279,0
9352,41,9351,0
9353,52,9352,0
9354,12,9353,0
9355,13,9354,0
9356,12,9353,0
9357,13,9356,0
9358,42,9352,0
9359,0,9352,0
9360,17,9351,0
9361,52,9360,0
9362,55,9361,0
9363,12,9362,0
9364,13,9363,0
9365,13,9362,0
9366,52,9361,0
9367,55,9366,0
9368,0,9367,0
9369,13,9367,0
9370,12,9366,0
9371,13,9370,0
9372,17,9351,0
9373,52,9372,0
9374,55,9373,0
9375,12,9374,0
9376,13,9375,0
9377,13,9374,0
9378,12,9373,0
9379,13,9378,0
9380,17,9351,0
9381,52,9380,0
9382,55,9381,0
9383,12,9382,0
9384,13,9383,0
9385,13,9382,0
9386,56,9381,0
9387,12,9386,0
9388,13,9387,0
9389,57,9386,0
9390,0,9389,0
9391,13,9386,0
9392,91,9266,0
9393,7,9392,0
9394,12,9393,0
9395,13,9394,0
9396,12,9393,0
9397,13,9396,0
9398,13,9393,0
9399,87,9245,0
9400,89,9399,0
9401,90,9400,0
