node_id,class_name,parent_id,Generator
132569,100,-1,0
132570,17,132569,0
132571,0,132570,0
132572,73,132569,0
132573,75,132572,0
132574,73,132569,0
132575,75,132574,0
132576,74,132569,0
132577,75,132576,0
132578,74,132569,0
132579,75,132578,0
132580,75,132578,0
132581,74,132569,0
132582,75,132581,0
132583,75,132581,0
132584,75,132581,0
132585,95,132569,0
132586,12,132585,0
132587,13,132586,0
132588,17,132585,0
132589,0,132588,0
132590,87,132585,0
132591,89,132590,0
132592,90,132591,0
132593,90,132591,0
132594,90,132591,0
132595,90,132591,0
132596,90,132591,0
132597,90,132591,0
132598,90,132591,0
132599,90,132591,0
132600,0,132591,0
132601,0,132591,0
132602,0,132591,0
132603,0,132591,0
132604,0,132591,0
132605,0,132591,0
132606,17,132590,0
132607,52,132606,0
132608,55,132607,0
132609,12,132608,0
132610,13,132609,0
132611,13,132608,0
132612,0,132607,0
132613,55,132607,0
132614,55,132613,0
132615,12,132614,0
132616,13,132615,0
132617,13,132614,0
132618,13,132613,0
132619,12,132607,0
132620,13,132619,0
132621,12,132607,0
132622,13,132621,0
132623,17,132590,0
132624,52,132623,0
132625,55,132624,0
132626,52,132625,0
132627,12,132626,0
132628,13,132627,0
132629,13,132625,0
132630,12,132624,0
132631,13,132630,0
132632,12,132624,0
132633,13,132632,0
132634,53,132624,0
132635,12,132634,0
132636,13,132635,0
132637,53,132624,0
132638,12,132637,0
132639,13,132638,0
132640,53,132624,0
132641,12,132640,0
132642,13,132641,0
132643,65,132590,0
132644,55,132643,0
132645,12,132644,0
132646,13,132645,0
132647,14,132644,0
132648,0,132643,0
132649,65,132590,0
132650,55,132649,0
132651,12,132650,0
132652,13,132651,0
132653,14,132650,0
132654,12,132649,0
132655,13,132654,0
132656,17,132590,0
132657,52,132656,0
132658,55,132657,0
132659,12,132658,0
132660,13,132659,0
132661,13,132658,0
132662,12,132657,0
132663,13,132662,0
132664,65,132590,0
132665,55,132664,0
132666,12,132665,0
132667,13,132666,0
132668,14,132665,0
132669,0,132664,0
132670,65,132590,0
132671,55,132670,0
132672,12,132671,0
132673,13,132672,0
132674,14,132671,0
132675,52,132670,0
132676,12,132675,0
132677,13,132676,0
132678,65,132590,0
132679,55,132678,0
132680,12,132679,0
132681,13,132680,0
132682,14,132679,0
132683,0,132678,0
132684,65,132590,0
132685,55,132684,0
