node_id,path,class_name,name,line_number,end_line_number,col_offset,end_col_offset,parent_id,Generator
0,setup.py,Module,None,None,None,None,None,-1,0
1,setup.py,Import,None,7,7,0,9,0,0
2,setup.py,alias,os,None,None,None,None,1,0
3,setup.py,ImportFrom,None,8,8,0,43,0,0
4,setup.py,alias,setup,None,None,None,None,3,0
5,setup.py,alias,find_packages,None,None,None,None,3,0
6,setup.py,FunctionDef,long_desc,11,17,0,30,0,0
7,setup.py,arguments,None,None,None,None,None,6,0
8,setup.py,arg,None,11,11,14,23,7,0
9,setup.py,Assign,FILES,12,12,4,41,6,0
10,setup.py,Name,FILES,12,12,4,9,9,0
11,setup.py,Store,None,None,None,None,None,10,0
12,setup.py,List,None,12,12,12,41,9,0
13,setup.py,Constant,None,12,12,13,25,12,0
14,setup.py,Constant,None,12,12,27,40,12,0
15,setup.py,Load,None,None,None,None,None,12,0
16,setup.py,For,None,13,17,4,30,6,0
17,setup.py,Name,filename,13,13,8,16,16,0
18,setup.py,Store,None,None,None,None,None,17,0
19,setup.py,Name,FILES,13,13,20,25,16,0
20,setup.py,Load,None,None,None,None,None,19,0
21,setup.py,Assign,filepath,14,14,8,70,16,0
22,setup.py,Name,filepath,14,14,8,16,21,0
23,setup.py,Store,None,None,None,None,None,22,0
24,setup.py,Call,realpath,14,14,19,70,21,0
25,setup.py,Attribute,None,14,14,19,35,24,0
26,setup.py,Attribute,os,14,14,19,26,25,0
27,setup.py,Name,os,14,14,19,21,26,0
28,setup.py,Load,None,None,None,None,None,27,0
29,setup.py,Load,None,None,None,None,None,26,0
30,setup.py,Load,None,None,None,None,None,25,0
31,setup.py,Call,join,14,14,36,69,24,0
32,setup.py,Attribute,None,14,14,36,48,31,0
33,setup.py,Attribute,os,14,14,36,43,32,0
34,setup.py,Name,os,14,14,36,38,33,0
35,setup.py,Load,None,None,None,None,None,34,0
36,setup.py,Load,None,None,None,None,None,33,0
37,setup.py,Load,None,None,None,None,None,32,0
38,setup.py,Name,root_path,14,14,49,58,31,0
39,setup.py,Load,None,None,None,None,None,38,0
40,setup.py,Name,filename,14,14,60,68,31,0
41,setup.py,Load,None,None,None,None,None,40,0
42,setup.py,If,None,15,17,8,30,16,0
43,setup.py,Call,isfile,15,15,11,35,42,0
44,setup.py,Attribute,None,15,15,11,25,43,0
45,setup.py,Attribute,os,15,15,11,18,44,0
46,setup.py,Name,os,15,15,11,13,45,0
47,setup.py,Load,None,None,None,None,None,46,0
48,setup.py,Load,None,None,None,None,None,45,0
49,setup.py,Load,None,None,None,None,None,44,0
50,setup.py,Name,filepath,15,15,26,34,43,0
51,setup.py,Load,None,None,None,None,None,50,0
52,setup.py,With,None,16,17,12,30,42,0
53,setup.py,withitem,None,None,None,None,None,52,0
54,setup.py,Call,open,16,16,17,41,53,0
55,setup.py,Name,open,16,16,17,21,54,0
56,setup.py,Load,None,None,None,None,None,55,0
57,setup.py,Name,filepath,16,16,22,30,54,0
58,setup.py,Load,None,None,None,None,None,57,0
59,setup.py,keyword,None,None,None,None,None,54,0
60,setup.py,Constant,None,16,16,37,40,59,0
61,setup.py,Name,f,16,16,45,46,53,0
62,setup.py,Store,None,None,None,None,None,61,0
63,setup.py,Expr,None,17,17,16,30,52,0
64,setup.py,Yield,None,17,17,16,30,63,0
65,setup.py,Call,read,17,17,22,30,64,0
66,setup.py,Attribute,f,17,17,22,28,65,0
67,setup.py,Name,f,17,17,22,23,66,0
68,setup.py,Load,None,None,None,None,None,67,0
69,setup.py,Load,None,None,None,None,None,66,0
70,setup.py,Assign,HERE,20,20,0,49,0,0
71,setup.py,Name,HERE,20,20,0,4,70,0
72,setup.py,Store,None,None,None,None,None,71,0
73,setup.py,Call,abspath,20,20,7,49,70,0
