node_id,class_name,parent_id,Generator
2891,100,-1,0
2892,74,2891,0
2893,75,2892,0
2894,74,2891,0
2895,75,2894,0
2896,74,2891,0
2897,75,2896,0
2898,75,2896,0
2899,75,2896,0
2900,95,2891,0
2901,12,2900,0
2902,13,2901,0
2903,17,2900,0
2904,0,2903,0
2905,65,2900,0
2906,12,2905,0
2907,14,2906,0
2908,0,2905,0
2909,65,2900,0
2910,12,2909,0
2911,14,2910,0
2912,0,2909,0
2913,65,2900,0
2914,12,2913,0
2915,14,2914,0
2916,0,2913,0
2917,87,2900,0
2918,89,2917,0
2919,90,2918,0
2920,90,2918,0
2921,17,2917,0
2922,0,2921,0
2923,17,2917,0
2924,52,2923,0
2925,55,2924,0
2926,12,2925,0
2927,13,2926,0
2928,13,2925,0
2929,12,2924,0
2930,13,2929,0
2931,65,2917,0
2932,12,2931,0
2933,14,2932,0
2934,9,2931,0
2935,0,2934,0
2936,0,2934,0
2937,12,2934,0
2938,13,2937,0
2939,55,2934,0
2940,12,2939,0
2941,13,2940,0
2942,13,2939,0
2943,65,2917,0
2944,12,2943,0
2945,14,2944,0
2946,9,2943,0
2947,0,2946,0
2948,55,2946,0
2949,12,2948,0
2950,13,2949,0
2951,13,2948,0
2952,65,2917,0
2953,12,2952,0
2954,14,2953,0
2955,52,2952,0
2956,55,2955,0
2957,12,2956,0
2958,13,2957,0
2959,13,2956,0
2960,55,2955,0
2961,12,2960,0
2962,13,2961,0
2963,13,2960,0
2964,53,2955,0
2965,12,2964,0
2966,13,2965,0
2967,53,2955,0
2968,12,2967,0
2969,13,2968,0
2970,76,2917,0
2971,55,2970,0
2972,12,2971,0
2973,13,2972,0
2974,13,2971,0
2975,65,2970,0
2976,12,2975,0
2977,14,2976,0
2978,52,2975,0
2979,55,2978,0
2980,12,2979,0
2981,13,2980,0
2982,13,2979,0
2983,76,2970,0
2984,41,2983,0
2985,0,2984,0
2986,51,2984,0
2987,12,2984,0
2988,13,2987,0
2989,69,2983,0
2990,52,2989,0
2991,12,2990,0
2992,13,2991,0
2993,4,2990,0
2994,0,2993,0
2995,3,2993,0
2996,12,2995,0
2997,13,2996,0
2998,91,2970,0
2999,56,2998,0
3000,12,2999,0
3001,13,3000,0
3002,57,2999,0
3003,0,3002,0
3004,13,2999,0
3005,69,2917,0
3006,52,3005,0
3007,12,3006,0
3008,13,3007,0
3009,55,3006,0
3010,12,3009,0
3011,13,3010,0
3012,13,3009,0
3013,87,2900,0
3014,89,3013,0
3015,90,3014,0
3016,90,3014,0
3017,17,3013,0
3018,0,3017,0
3019,65,3013,0
3020,12,3019,0
3021,14,3020,0
3022,4,3019,0
3023,3,3022,0
3024,55,3023,0
3025,12,3024,0
3026,13,3025,0
3027,13,3024,0
3028,0,3022,0
3029,65,3013,0
3030,12,3029,0
3031,14,3030,0
3032,52,3029,0
3033,55,3032,0
3034,12,3033,0
3035,13,3034,0
3036,13,3033,0
3037,12,3032,0
3038,13,3037,0
3039,65,3013,0
3040,12,3039,0
3041,14,3040,0
3042,52,3039,0
3043,12,3042,0
3044,13,3043,0
3045,12,3042,0
3046,13,3045,0
3047,76,3013,0
3048,41,3047,0
3049,55,3048,0
3050,12,3049,0
3051,13,3050,0
3052,13,3049,0
3053,48,3048,0
3054,0,3048,0
3055,69,3047,0
3056,52,3055,0
3057,12,3056,0
3058,13,3057,0
3059,4,3056,0
3060,3,3059,0
3061,12,3060,0
3062,13,3061,0
3063,65,3013,0
3064,12,3063,0
3065,14,3064,0
3066,9,3063,0
3067,0,3066,0
3068,0,3066,0
3069,55,3066,0
3070,12,3069,0
3071,13,3070,0
3072,13,3069,0
3073,52,3066,0
3074,55,3073,0
3075,55,3074,0
3076,12,3075,0
3077,13,3076,0
3078,13,3075,0
3079,13,3074,0
3080,0,3073,0
3081,65,3013,0
3082,12,3081,0
3083,14,3082,0
3084,9,3081,0
3085,0,3084,0
3086,55,3084,0
3087,12,3086,0
3088,13,3087,0
3089,13,3086,0
3090,65,3013,0
3091,12,3090,0
3092,14,3091,0
3093,52,3090,0
3094,55,3093,0
3095,12,3094,0
3096,13,3095,0
3097,13,3094,0
3098,12,3093,0
3099,13,3098,0
3100,53,3093,0
3101,12,3100,0
3102,13,3101,0
3103,53,3093,0
3104,12,3103,0
3105,13,3104,0
3106,76,3013,0
3107,55,3106,0
3108,12,3107,0
3109,13,3108,0
3110,13,3107,0
3111,65,3106,0
3112,12,3111,0
3113,14,3112,0
3114,52,3111,0
3115,55,3114,0
3116,12,3115,0
3117,13,3116,0
3118,13,3115,0
3119,76,3106,0
3120,41,3119,0
3121,0,3120,0
3122,51,3120,0
3123,12,3120,0
3124,13,3123,0
3125,69,3119,0
3126,52,3125,0
3127,12,3126,0
3128,13,3127,0
3129,4,3126,0
3130,0,3129,0
3131,3,3129,0
3132,12,3131,0
3133,13,3132,0
3134,91,3106,0
3135,56,3134,0
3136,12,3135,0
3137,13,3136,0
3138,57,3135,0
3139,0,3138,0
3140,13,3135,0
3141,69,3013,0
3142,52,3141,0
3143,12,3142,0
3144,13,3143,0
3145,55,3142,0
3146,12,3145,0
3147,13,3146,0
3148,13,3145,0
