node_id,class_name,parent_id,Generator
0,100,-1,0
1,81,0,0
2,73,1,0
3,75,2,0
4,84,1,0
5,12,4,0
6,13,5,0
7,72,4,0
8,74,0,0
9,75,8,0
10,75,8,0
11,74,0,0
12,75,11,0
13,75,11,0
14,73,0,0
15,75,14,0
16,87,0,0
17,89,16,0
18,90,17,0
19,85,16,0
20,86,19,0
21,52,20,0
22,12,21,0
23,13,22,0
24,52,21,0
25,12,24,0
26,13,25,0
27,52,24,0
28,12,27,0
29,13,28,0
30,12,27,0
31,13,30,0
32,12,24,0
33,13,32,0
34,0,21,0
35,12,20,0
36,14,35,0
37,91,19,0
38,52,37,0
39,55,38,0
40,12,39,0
41,13,40,0
42,13,39,0
43,65,0,0
44,12,43,0
45,14,44,0
46,6,43,0
47,0,46,0
48,13,46,0
49,65,0,0
50,12,49,0
51,14,50,0
52,6,49,0
53,0,52,0
54,0,52,0
55,13,52,0
56,65,0,0
57,12,56,0
58,14,57,0
59,6,56,0
60,0,59,0
61,13,59,0
62,17,0,0
63,52,62,0
64,12,63,0
65,13,64,0
66,53,63,0
67,0,66,0
68,53,63,0
69,55,68,0
70,12,69,0
71,13,70,0
72,13,69,0
73,53,63,0
74,0,73,0
75,53,63,0
76,52,75,0
77,12,76,0
78,13,77,0
79,0,76,0
80,53,63,0
81,0,80,0
82,53,63,0
83,0,82,0
84,53,63,0
85,0,84,0
86,53,63,0
87,0,86,0
88,53,63,0
89,0,88,0
90,53,63,0
91,0,90,0
92,53,63,0
93,0,92,0
94,53,63,0
95,0,94,0
96,53,63,0
97,52,96,0
98,12,97,0
99,13,98,0
100,53,97,0
101,7,100,0
102,0,101,0
103,0,101,0
104,0,101,0
105,13,101,0
106,53,63,0
107,0,106,0
108,53,63,0
109,9,108,0
110,0,109,0
111,0,109,0
112,0,109,0
113,12,109,0
114,13,113,0
115,12,109,0
116,13,115,0
117,12,109,0
118,13,117,0
119,53,63,0
120,6,119,0
121,0,120,0
122,0,120,0
123,0,120,0
124,0,120,0
125,0,120,0
126,0,120,0
127,0,120,0
128,0,120,0
129,0,120,0
130,0,120,0
131,0,120,0
132,0,120,0
133,0,120,0
134,0,120,0
135,0,120,0
136,0,120,0
137,0,120,0
138,0,120,0
139,13,120,0
